code,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122015.SH,09长电债,1942.08(20180930),1648.08(20180630),1814.35(20180331),1714.35(20170930),1664.35(20170630),1649.35(20170331),1573(20160331),1553(20151231),1398(20150930),1520(20150331),1520(20141231),1260(20140930),1260(20140331),1260(20131231),1260(20130930),1260(20130630),1240(20130331),1210(20120930),1225(20120331),973.6(20110930),973.6(20110331),928.6(20091231),928.6(20090930),853.4(20090331),530(20071231),400(20051227),,,,,,,,,,,,,,,,,
136984.SH,17银鹰01,24.97(20170930),23.06(20160630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136985.SH,17黄金债,15.01(20160930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136987.SH,17中冶Y1,5068(20171231),4655(20170331),4566(20161231),4120.3(20160930),4030(20160630),5507(20160331),4997(20151231),4987(20150930),4987(20150630),4802(20150331),4373(20140930),4295(20140331),4121(20131231),4121(20130930),3901(20130630),4298(20121231),4184(20120930),4200(20120630),4184(20111231),3715(20110630),3620(20101231),3242(20100630),2829(20090930),,,,,,,,,,,,,,,,,,,,
136989.SH,17锡投Y1,309.437856(20180930),290.042515(20180630),283.678949(20180331),250.85(20171231),244.291378(20170930),237.494374(20170630),212.807482(20170331),196.7752(20160930),185.734524(20160630),172.355504(20160331),141.98(20150930),133.462336(20150630),119.5337(20150331),101.7313(20141231),91.2913(20140930),104.3405(20140630),98.7587(20140331),89.9224(20130930),92.8454(20130630),106.19(20130331),92.2897(20120930),95.8104(20110930),97.9475(20110630),77.3214(20100630),,,,,,,,,,,,,,,,,,,
136991.SH,G16北Y1,323.55(20180331),121.93(20170331),83.8(20160630),61.8(20160331),61.8(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136992.SH,16葛洲Y3,2875.73(20180930),2582.62(20171231),2184.45(20161231),2150.16(20160630),1871.66(20160331),1798.56(20151231),1966(20150930),1934.18(20150630),1934.18(20150331),1921.33(20140930),1924.348(20140331),458(20131231),346(20130630),1966.88(20130331),391(20120930),346(20120331),335(20111231),1601(20110331),1233.35(20100331),1046(20090930),425.5(20080930),25.4(20051219),,,,,,,,,,,,,,,,,,,,,
136993.SH,16葛洲Y4,2875.73(20180930),2582.62(20171231),2184.45(20161231),2150.16(20160630),1871.66(20160331),1798.56(20151231),1966(20150930),1934.18(20150630),1934.18(20150331),1921.33(20140930),1924.348(20140331),458(20131231),346(20130630),1966.88(20130331),391(20120930),346(20120331),335(20111231),1601(20110331),1233.35(20100331),1046(20090930),425.5(20080930),25.4(20051219),,,,,,,,,,,,,,,,,,,,,
136994.SH,16葛洲Y1,2875.73(20180930),2582.62(20171231),2184.45(20161231),2150.16(20160630),1871.66(20160331),1798.56(20151231),1966(20150930),1934.18(20150630),1934.18(20150331),1921.33(20140930),1924.348(20140331),458(20131231),346(20130630),1966.88(20130331),391(20120930),346(20120331),335(20111231),1601(20110331),1233.35(20100331),1046(20090930),425.5(20080930),25.4(20051219),,,,,,,,,,,,,,,,,,,,,
136995.SH,16葛洲Y2,2875.73(20180930),2582.62(20171231),2184.45(20161231),2150.16(20160630),1871.66(20160331),1798.56(20151231),1966(20150930),1934.18(20150630),1934.18(20150331),1921.33(20140930),1924.348(20140331),458(20131231),346(20130630),1966.88(20130331),391(20120930),346(20120331),335(20111231),1601(20110331),1233.35(20100331),1046(20090930),425.5(20080930),25.4(20051219),,,,,,,,,,,,,,,,,,,,,
136996.SH,16电投Y1,14324.44(20180930),11250.882(20180630),14025.61(20180331),14025.61(20180330),13434(20170930),11857.87(20170630),12510.89(20170331),12530.23(20161231),12230(20160930),12230(20160630),12065.48(20160331),7532.83(20151231),7532.83(20150930),1184.5(20150331),1470.5(20140930),5608(20140331),5584(20130331),5500(20120930),5226(20110930),4850(20110331),4800(20100930),4786(20100331),4300(20090630),4300(20090331),4121(20080930),1990(20080428),2050(20071231),2798(20070228),1948(20060313),,,,,,,,,,,,,,
136997.SH,16铁建Y1,10885.72(20180630),10600.72(20171231),10074.92(20161231),9512(20160331),8731.87(20151231),7683(20141231),7551(20131231),7230(20130331),5696(20121231),6751.94(20120930),5763(20120331),5763(20111231),5763(20110331),4663(20101231),4786(20100331),4741.23(20091231),2285.31(20081231),533.74(20070531),314.6(20060731),,,,,,,,,,,,,,,,,,,,,,,,
136998.SH,16金茂Y1,698.26(20180930),438.23(20171231),382.42(20161231),157.05(20151231),158(20150630),158(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136999.SH,16浙交Y1,4488.27(20180930),4345.27(20180630),4591.62(20180331),4118.32(20171231),3994.77(20170930),3500(20170331),3500(20161231),1329.72(20160331),1350.05(20151231),1313.67766(20150930),1366.13(20150630),1343.3(20150331),1345.69(20141231),1427.772(20140331),1212.92(20130930),1208.6(20130331),1235(20120630),1233.05(20110930),326.95(20110630),1288(20100331),304(20090630),255(20090430),245(20080930),264(20080630),292(20071231),114(20070104),64(20050927),,,,,,,,,,,,,,,,
143001.SH,17浦建01,52.05(20171231),51.75(20170930),52.05(20161231),56.95(20160930),67.15(20160331),80.95(20151231),75.7(20150630),64.7(20141231),59.3(20140331),44.3(20140228),57.8(20131231),56.3(20130930),54.8(20130331),40.2(20120930),31.7(20120331),76.83(20110630),126.7(20100930),129.8(20100331),28(20090930),,,,,,,,,,,,,,,,,,,,,,,,
143002.SH,17中核01,5600(20180630),4500(20180331),4500(20171231),4500(20170930),5500(20161231),5500(20160930),5500(20151231),5500(20150930),5500(20150331),5500(20140331),5500(20131231),5500(20130331),5500(20120331),5500(20110930),5500(20110331),5500(20101231),3500(20081231),3410(20081106),3300(20071231),,,,,,,,,,,,,,,,,,,,,,,,
143003.SH,17中核02,5600(20180630),4500(20180331),4500(20171231),4500(20170930),5500(20161231),5500(20160930),5500(20151231),5500(20150930),5500(20150331),5500(20140331),5500(20131231),5500(20130331),5500(20120331),5500(20110930),5500(20110331),5500(20101231),3500(20081231),3410(20081106),3300(20071231),,,,,,,,,,,,,,,,,,,,,,,,
143004.SH,17联邦01,51.9(20171231),37(20161231),37.3(20160930),39.3(20160331),52.79(20150630),61.9(20140930),69.54(20140331),65.05(20130930),45.1(20130630),35.35(20130331),31.7(20120331),15.9(20110930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143005.SH,17长发01,57.61(20180331),60.26(20171231),79.88(20161231),71.9437(20160930),76.48(20150331),45.54(20140331),37.705(20130331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143006.SH,17洛娃01,22.23(20180331),22.07(20171231),23.19(20170930),22.79(20170630),13.96(20170331),18.98(20161231),21.495(20160930),14.26(20160630),15.855(20160430),16.655(20160331),16.66(20160229),22.555(20150930),1.355(20150630),16.655(20150331),28.82(20140930),28.3152(20140630),36.12(20140331),25.1252(20130930),,,,,,,,,,,,,,,,,,,,,,,,,
143007.SH,17东旭01,720.08(20180630),702.95(20171231),617.268(20170930),621.38(20170331),480.58(20161231),479(20160930),346.85(20160630),360.2199(20160331),344.871(20151231),271.64(20150630),262.3(20150331),247.7(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143008.SH,17东旭02,720.08(20180630),702.95(20171231),617.268(20170930),621.38(20170331),480.58(20161231),479(20160930),346.85(20160630),360.2199(20160331),344.871(20151231),271.64(20150630),262.3(20150331),247.7(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143009.SH,17宏泰债,127.92(20180930),206.2238(20180630),199.75(20180331),180.65(20170930),147.07(20170524),88.7(20161231),50.8(20160930),45(20160630),46(20160331),39.8(20151231),34.8(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143010.SH,17鲁资01,705.593525(20180930),521.7814(20171231),514.1666(20170930),377.69(20170331),377.6856(20161231),332.078(20160930),293.414(20160630),285.23(20160331),166.7(20150930),156.7(20150331),39.6(20140331),44.61(20120331),43.35(20100630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143011.SH,17沪投01,24.01(20171231),29.65(20170331),22.84(20160930),22.84(20160630),22.84(20160331),41.26(20150331),44.06(20140331),45.7(20130331),31.75(20110930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143012.SH,17渝信01,329.34(20180630),170.68(20171231),151.5(20170930),169.15(20161231),173.15(20160930),135.85(20160630),144.96(20151231),166.03(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143013.SH,17渝信02,329.34(20180630),170.68(20171231),151.5(20170930),169.15(20161231),173.15(20160930),135.85(20160630),144.96(20151231),166.03(20150630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143014.SH,17正奇01,51.44(20171231),34.11(20170630),34.68(20161231),26.22(20151231),17.39(20150930),15.12(20150331),36.97(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143015.SH,17锡公01,57.43(20180930),64.53(20180630),55.95(20180331),44.92(20160930),42.95(20150930),43.15(20150331),42.85(20131231),39.5(20130930),33.42(20121231),27.22(20120630),31.12(20110930),23.22(20100930),27.77(20080430),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143016.SH,17智慧01,60.09(20171231),52.67(20161231),54.09(20160930),44.67(20160331),61.59(20151231),147.59777(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143017.SH,17华汽01,386.2671(20180930),387.11446(20180630),404.3661(20180331),410.07(20170930),343.904(20170331),334.7513(20160930),112.7875(20120930),94.505(20110930),81.1852(20110630),61.4544(20100930),60.7724(20100331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143018.SH,18金地07,1854(20180930),1862(20180331),1681(20171231),1674(20170930),1359.45(20170331),1316(20161231),1317.8(20160930),1308.64(20160331),1357.94(20150930),1290.34(20150630),1206.95(20150331),1087.01(20141231),1107.05(20140930),730.41(20131231),190(20071231),,,,,,,,,,,,,,,,,,,,,,,,,,,,
143020.SH,17复药01,421.554582(20180930),383.73(20180331),356.61(20171231),249.31(20161231),206.06(20160930),193.928982(20151231),177.065471(20150930),176.79(20150630),165.7462(20150331),153.3(20141231),153.3021(20140930),121.6(20140430),121.5987(20140331),118.28(20131231),73.7728(20120630),79.9(20120331),81.1357(20111231),84.31(20110630),83.0686(20101231),65.4761(20100630),60.17(20091231),25.3(20080430),,,,,,,,,,,,,,,,,,,,,
143022.SH,G17协合1,154.04(20180331),148.57(20170930),138.15(20170630),126.78(20170331),120.25(20160930),115.6(20160630),46.96(20160331),81.36(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143023.SH,17豫电01,38.795325(20180331),26.04(20170630),82.04(20170331),77.04(20161231),18.34(20160930),31.280938(20160630),30.88(20151231),27.284688(20150930),31.6254(20150331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143024.SH,17桂农01,132.05(20180930),131.98(20180630),137.98(20180331),135.68(20170930),135.68(20170630),135.68(20170331),126.11(20160930),120.3(20160331),119.91(20150930),121.3(20150630),121.3(20150331),137.3(20140930),124.3(20140331),125.2(20130930),129.2(20130630),103.88(20130331),101.9(20120930),98.9(20120331),92.5(20110930),98.5(20100930),89(20091231),86.4(20090930),84(20080930),62.65(20061231),,,,,,,,,,,,,,,,,,,
143025.SH,17辽能01,72.1(20180331),64.8(20170331),64.8(20160930),64.8(20160331),60.83(20150331),58.5(20131231),50(20121231),50(20120331),150(20110630),150(20091231),150(20081231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143026.SH,18中储01,63.45625(20180930),69.55(20180630),46(20180331),63.23(20171231),54.73(20161231),44.8(20151231),76.5(20141231),93.6(20131231),99.6(20121231),99.8(20120331),99.8(20111231),31.9(20060228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143027.SH,17荣盛01,1320(20180930),765(20180630),536(20180331),512.0001(20170930),508(20170630),486(20170331),481.2(20160930),483.7(20160630),445.2648(20160331),409.13(20150630),405.65(20150331),397.11(20140930),391.22(20140630),330.035(20130930),313.5572(20130331),307.4779(20120930),275.13(20120331),219.3738(20110930),173.9586(20110331),175.2734(20100930),,,,,,,,,,,,,,,,,,,,,,,
143029.SH,18沪资02,83.9(20180630),83.9(20180331),84.78(20170930),81.5(20170331),85.25(20160930),82.7(20160331),82.7(20151231),87.7(20150331),68.7(20141231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143031.SH,17华置债,105.18(20170630),28(20151231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143032.SH,17杭旅01,178.29(20180331),123.39(20170331),111.65(20160930),67.913(20160630),58.313(20160430),112.39(20160331),52.813(20151130),54.71(20150930),56.45(20140930),22(20140630),37.925(20130930),36.725(20130331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143033.SH,17保文01,52.5(20180930),48.5(20180331),45.93(20171231),43(20170930),43(20170630),43.5(20161231),43.5(20160930),43.5(20160630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143034.SH,17中保债,1115(20180331),1115(20171231),1020(20170331),1113(20160930),1153(20160331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143035.SH,17工投01,41.14(20171231),45.94(20170630),41.44(20160930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143037.SH,17中科01,31.82(20180331),39.83(20170630),38.88(20170331),35.2932(20160930),36.14(20160331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143038.SH,17海建01,79.1(20180331),64.33(20170331),47.97(20160930),46.2(20160331),46.2(20150930),35.63(20150331),31.63(20140930),28.2(20140331),28.9(20130930),26.23(20130331),26.83(20120930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143039.SH,17北方01,124.28(20171231),158.8(20170630),128.15(20161231),183.75(20160930),130.97(20120630),67.94(20100331),46.048(20090630),25.66(20080930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143040.SH,17金钰债,87.03(20171231),86.83(20170331),35.49559(20160930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143041.SH,17维维01,58.28(20180331),74.705(20161231),68.14(20160930),67.47(20160331),56.52(20150930),53.93(20150331),50.1005(20140930),59.62(20131231),15.8(20130331),43.55(20120930),30.593(20100930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143042.SH,17闽电01,508.46(20180930),438.58(20180630),187.73176(20180331),108.7(20171231),205.205945(20170930),188.64(20170630),127.89(20170331),152.4653(20160930),149.8149(20160630),138.484939(20160331),132.116939(20150930),119.3019(20150630),93.0989(20150331),63.7624(20140930),47.72(20140818),47.7217(20140331),41.07(20140208),45.4888(20130930),41.07(20130630),39.341(20130331),14.975(20120930),11.251(20120630),,,,,,,,,,,,,,,,,,,,,
143043.SH,17邮政01,1490(20180630),1370(20171231),612.34(20170331),612.34(20161231),628.34(20160930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143044.SH,17晋电05,584.41(20180331),518.41(20171231),571.61(20170331),521.61(20160930),455.91(20160630),445.91(20160331),423.1588(20150630),374.71(20150331),289.66(20140331),221.2(20130331),43(20120930),43(20120331),43(20111231),38(20110930),38(20110630),45(20100930),50(20100331),52.4(20090930),,,,,,,,,,,,,,,,,,,,,,,,,
143045.SH,17广晟01,801.51(20180331),634.62(20170331),583.12(20161231),557.965149(20160930),550.912796(20160630),596.687462(20160331),597.01(20151231),629.28(20150930),624.171274(20150630),588.6(20150331),589.0624(20140630),589.06(20131231),555.376(20130930),480(20121231),480.1542(20120930),478.5837(20120331),438.2522(20110331),372.9022(20100930),386.954(20100331),302.3999(20090630),230.4746(20080930),147.07(20071231),126.63(20070731),90.04(20061231),77.9327(20051231),,,,,,,,,,,,,,,,,,
143046.SH,18富海01,101.26(20180331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143047.SH,17南传01,101.47(20180331),95.84(20170930),113.9727(20170331),106.71(20160930),109.75(20160331),106.9394(20151231),103.75(20150331),129.8538(20140930),147.11(20131231),146.3521(20130930),147.76(20121231),143.5591(20120930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143048.SH,17兵器01,2750(20180331),2750(20171231),2750(20170930),2750(20170630),2750(20161231),2750(20160930),2750(20160331),223(20150930),223(20150630),2500(20150331),223(20140331),223(20131231),224(20130930),223(20130331),224(20121231),223(20120930),196(20111231),206(20110930),1594(20110331),184(20100930),184(20100331),184(20091231),149(20090630),162(20080930),150(20080630),120(20071231),85(20070630),45(20061231),,,,,,,,,,,,,,,
143049.SH,17国地01,33(20180930),12(20171231),12(20170331),12(20160930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143050.SH,17海矿01,27(20180331),33.12(20170331),37.62(20161231),14.8(20160331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143051.SH,17长峰01,120.535(20180331),104.07(20170930),212.85(20170331),155.58(20160930),131.86(20160630),66.86(20151231),81.96(20150630),82.46(20140930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143052.SH,17成龙01,10.98(20171231),10.78(20170630),10.13(20160930),11.33(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143053.SH,17成龙02,10.98(20171231),10.78(20170630),10.13(20160930),11.33(20150930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143054.SH,17现牧停,51.96(20180331),73.54(20170331),72.74(20160930),73.9193(20160331),67.1193(20150930),75.5493(20150630),124.15(20150331),76.7857(20140930),54.82(20140331),49.9533(20130630),35.0933(20120930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143055.SH,17南三01,84.27(20180331),89.4(20160930),53.395(20160429),51.5(20150331),40.8(20140331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143056.SH,17力控债,258.09(20180630),258.11(20171231),232.294(20170930),240.1(20170331),202.2551(20160930),212.2571(20160630),208.306474(20160331),162.03(20150331),167.451537(20141231),168.2936(20140930),131.74(20140331),99.85(20130331),69.5206(20120331),71.949(20110930),48.939(20100930),,,,,,,,,,,,,,,,,,,,,,,,,,,,
143057.SH,17富宇01,18.4(20180331),18.1(20170630),17.8(20160930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143058.SH,17中经债,292.2(20160930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143059.SH,17大海01,66.24(20180331),71.66(20160930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143060.SH,17蚌投02,43.18(20190122),43.18(20181022),43.923975(20180930),40.621825(20180630),43.18(20180525),43.251311(20180331),42.21(20171231),43.180453(20170930),38.088931(20170331),40.68(20170306),40.68(20170206),39.138431(20161231),44.881735(20160930),40.68(20160630),43.22(20160331),47.603645(20150930),48.26(20150331),45.9543(20140930),44.95(20140630),34.115(20130930),35.75(20130331),,,,,,,,,,,,,,,,,,,,,,
143061.SH,17正集01,803.2439(20180930),714.18(20180630),682.85(20180331),558.3231(20170630),559.5791(20170331),444.13(20161231),366.0983(20160930),360.6763(20160630),338.794186(20160331),225.0947(20160115),339.719276(20151231),225.0947(20151102),225.0947(20151013),252.0747(20150930),228.1147(20150630),200.5747(20150512),225.0947(20150331),200.5747(20141231),200.5747(20140930),200.74(20140331),156.9049(20130930),148.6697(20130630),127.01(20130331),125.3904(20121231),112.63(20120930),108.2317(20120630),70.21(20110331),,,,,,,,,,,,,,,,
143062.SH,17首农01,1597.93(20180930),1574.37(20180630),799.57(20180331),660.755189(20170331),571.28(20161231),440.98125(20160930),455.94214(20160630),437.89214(20160331),419.204278(20150930),380.887369(20150630),360.344398(20150331),324.2158(20140930),325.9408(20140331),162.51(20130930),131.4961(20130331),84.94(20120630),38.12(20100930),,,,,,,,,,,,,,,,,,,,,,,,,,
143063.SH,17三鼎01,52.29(20171231),60.855(20170630),58.6646(20170331),85.71(20161231),51.095(20160930),45.53(20160630),67.4(20160331),70.85(20150630),70.85(20150331),74.45(20140630),76.25(20140331),57.0782(20130630),35.5(20120930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143064.SH,17邮政02,1490(20180630),1370(20171231),612.34(20170331),612.34(20161231),628.34(20160930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143065.SH,17海资01,99.566176(20180930),94.199946(20180630),129.26(20180331),140.46(20171231),123.716(20170930),105.585838(20170331),100.9(20161231),109.38(20160930),164.97(20160331),95.28(20141231),118.015(20140331),105.5849(20130930),35(20130331),112.4695(20120930),86.1263(20120630),79.5(20111231),107(20110331),,,,,,,,,,,,,,,,,,,,,,,,,,
143066.SH,17桂铁01,695.16(20180930),734.73(20180630),686.49(20180331),627.42(20171231),635.74(20170930),635.74(20170331),622.63(20160930),593.6(20160630),584.77(20160331),584.54241(20150930),563.14(20150630),492.89(20150331),492.89(20141231),453.045(20140930),452.945(20140331),449.25(20131231),446.12(20130930),411.615(20130630),323.42(20121231),369.315(20120630),347.765(20110930),324.4(20101231),,,,,,,,,,,,,,,,,,,,,
